chrXVI     807814     27.53      14.264
chrX       567812     18.37      14.240
chrVIII    345597      7.06      14.120
chrIX       90141     23.57      14.114
chrXVI     289208      7.04      14.080
chrVII     687647      7.45      14.057
chrX       491449     11.38      14.049
chrXV      749624     12.91      14.033
chrXII      72810     11.22      14.025
chrXII     100845     14.12      13.980
chrIV     1358726      8.06      13.897
chrXI      202513      8.05      13.879
chrX       735243      9.02      13.877
chrII      553034     14.71      13.877
chrX       734062      6.93      13.860
chrXII      40689     11.91      13.849
chrXV      120177      6.92      13.840
chrXII      80865      6.92      13.840
chrIII     254727     19.91      13.826
chrXI      346694      9.11      13.803
chrVIII    562461     10.34      13.787
chrV       307975     19.98      13.779
chrXI      660195      8.52      13.742
chrIV      277314     21.39      13.712
chrXV      361596     26.00      13.684
chrIV      676748     12.86      13.681
chrVII     114709     15.84      13.538
chrIV      394553     13.24      13.510
chrVIII    393731     22.40      13.494
chrXIII    426152      6.88      13.490
chrVI       54674     10.56      13.367
chrV       488798      7.44      13.286
chrXVI     818332      7.04      13.283
chrXIV      44067     10.21      13.260
chrX       445278     12.44      13.234
chrVIII     85676      8.73      13.227
chrXII     981501      7.00      13.208
chrVI        4680      7.89      13.150
chrXI      562192      8.94      13.147
chrII      485865      7.23      13.145
chrVI       12263      6.57      13.140
chrX       637064      7.62      13.138
chrXIII    574465     19.80      13.113
chrVII     688398      8.60      13.030
chrIV      437617      6.50      13.000
chrXIII    523687      6.46      12.920
chrIX       83315     10.58      12.902
chrXIV     444969     15.33      12.882
chrXIII    321356      6.44      12.880
chrIX      434044      6.43      12.860
chrXIII    739202      6.41      12.820
chrII      623475      6.52      12.784
chrXVI     436100      6.39      12.780
chrXII     384340     23.34      12.754
chrXI      640218      7.26      12.737
chrXII     879740      7.89      12.726
chrXVI     153128      7.62      12.700
chrV       386834      6.35      12.700
chrXII     777827     11.26      12.652
chrIV      437288     12.00      12.632
chrXIV     534789     12.37      12.622
chrVIII    133208      7.94      12.603
chrXVI     292412     14.31      12.553
chrXIV       7501     11.27      12.522
chrXII     316284     25.69      12.471
chrXIV     593150      6.98      12.464
chrXI      666390     16.67      12.440
chrX       305853      6.84      12.436
chrXIII    534974      6.21      12.420
chrXVI     191000      9.05      12.397
chrVII     706565      6.19      12.380
chrVII     389562     12.12      12.367
chrXVI     442805      9.27      12.360
chrVII     314818      7.34      12.233
chrVII     338019     14.41      12.212
chrXIV      40374      6.10      12.200
chrIV      283592      9.88      12.198
chrIX      113918     11.54      12.147
chrIV      779545     17.84      12.136
chrXIV     183073     11.76      12.124
chrXIII    196667      6.05      12.100
chrXIV     199978     17.06      12.099
chrIX      101774     32.05      12.094
chrXII     408421     13.53      12.080
chrVIII    232110      9.17      12.066
chrXII     912308      6.03      12.060
chrII      768250      7.46      12.032
chrXIII    192357     11.06      12.022
chrXIII    419909     17.98      11.987
chrVIII    481178     13.66      11.982
chrII      642264      7.06      11.966
chrII       71342      6.69      11.946
chrXII      53941     13.02      11.945
chrVII     687476     13.37      11.937
chrV       254686     10.01      11.917
chrIX      183996     15.60      11.908
chrVII     355798      8.33      11.900
chrXII     249912     11.64      11.878
chrII      809689      5.93      11.860
chrII      278790      5.89      11.780
chrV       315976      5.88      11.760
chrVII     328431      5.87      11.740
chrIV      940647      5.87      11.740
chrX       360363      5.86      11.720
chrXIII    191693      6.20      11.698
chrIV     1356043     10.41      11.697
chrXI      387143      5.84      11.680
chrII      132629     15.36      11.636
chrV        62116      5.81      11.620
chrXIII    749690      6.15      11.604
chrXIII    311841      5.80      11.600
chrIV     1443401      5.80      11.600
chrXV      119780      7.41      11.578
chrIV       52617     12.73      11.573
chrXVI     254753      6.56      11.509
chrXV      685920      8.40      11.507
chrIX      433864      5.75      11.500
chrXIII     80099     15.71      11.467
chrXIII    527815     10.20      11.461
chrXV      139254     12.14      11.453
chrXVI     792212     19.34      11.444
chrVII     767711     18.42      11.441
chrVI      114240      8.58      11.440
chrIV     1483461      5.72      11.440
chrII       48843     13.15      11.435
chrXVI     671299     18.49      11.414
chrXII     714871     11.75      11.408
chrVII      11000      5.70      11.400
chrXVI     510932      8.06      11.352
chrXII     841499     15.07      11.331
chrXIII    504095      6.90      11.311
chrXVI     511092     12.78      11.310
chrXVI     143162      8.56      11.263
chrXI      148391     13.29      11.263
chrX       445117     13.85      11.260
chrXI      626387      9.10      11.235
chrX       239363      9.21      11.232
chrXII      13666     10.20      11.209
chrII       69324     18.38      11.207
chrXIII    736546     10.04      11.156
chrXIII    233487     10.58      11.137
chrXIII    659678      8.68      11.128
chrXIV     734370     20.88      11.106
chrIV      277151     15.54      11.100
chrX         9196      8.31      11.080
chrXVI     169725      5.87      11.075
chrXII     552451     25.46      11.070
chrXIII    919981      5.53      11.060
chrX       734738     11.28      11.059
chrXV      524885     13.68      11.032
chrXIII     23666     10.70      11.031
chrVIII    241360      7.83      11.028
chrXIV     510218      6.60      11.000
chrVII     947558     16.36      10.980
chrXIII    370943      5.48      10.960
chrXV      903383      6.79      10.952
chrV        55941     23.31      10.944
chrXI      191280     11.59      10.934
chrII      181771     21.63      10.924
chrXVI     506391      6.66      10.918
chrIV      283751     10.59      10.918
chrII      683093      7.74      10.901
chrXII     942797      5.45      10.900
chrXVI      52969      9.04      10.892
chrXI      333295     17.62      10.877
chrXII     593479      5.43      10.860
chrXIV     670602     10.53      10.856
chrXV      531643      7.92      10.849
chrVII     919297     21.69      10.845
chrI        54075     13.40      10.806
chrIV     1017416      5.71      10.774
chrXI      148741      7.54      10.771
chrII      398257      7.86      10.767
chrXVI     326292      9.58      10.764
chrIV     1436639      5.38      10.760
chrII      553191      6.66      10.742
chrIV      183287      5.37      10.740
chrVII    1046361     16.75      10.737
chrX       461822      8.05      10.733
chrX       211442     11.69      10.725
chrXV      804017     12.75      10.714
chrIV       47793     14.03      10.710
chrXII     879901     20.85      10.692
chrX       211114     20.29      10.679
chrXI      475181     11.04      10.615
chrV       487536     10.50      10.606
chrXV     1080671      5.30      10.600
chrXVI     580870     22.32      10.578
chrIV      426772     10.56      10.560
chrX       533752      9.08      10.558
chrXVI     436932      9.39      10.551
chrXIII    191874      5.27      10.540
chrXIII    273579     12.75      10.537
chrXVI       7460      9.46      10.511
chrXII     958408      5.98      10.491
chrXIII    733708     13.63      10.485
chrXIV     214915      7.12      10.471
chrXI      290775      6.17      10.458
chrXI      599534      5.22      10.440
chrXI      195241      5.21      10.420
chrVII    1080781      5.21      10.420
chrX       231480     14.36      10.406
chrXII    1057346      9.76      10.383
chrXII       5735      5.19      10.380
chrXI      173901     12.97      10.376
chrXVI     924364     16.90      10.368
chrVIII    417263      7.35      10.352
chrXV      686262      8.28      10.350
chrIX      396354     23.39      10.350
chrIV     1117159      6.61      10.328
chrIX      197125     12.90      10.320
chrXV      804178      5.98      10.310
chrX       613236      5.76      10.286
chrIII     307278      5.14      10.280
chrXV      230392     21.73      10.250
chrIV      552970      9.93      10.237
chrXVI      57224     11.24      10.218
chrIV      289880      8.99      10.216
chrXVI     918687     24.57      10.195
chrXII     192594     13.12      10.171
chrVII      93809      8.03      10.165
chrX        79383      7.42      10.164
chrXVI     289044     13.31      10.160
chrXV      894037     17.78      10.160
chrXI      425582      5.67      10.125
chrVIII    276519      5.06      10.120
chrIII     293843     10.60      10.095
chrXIII    523402      5.04      10.080
chrXI      499445      5.03      10.060
chrIII     155057     20.12      10.060
chrX       184993     12.77      10.055
chrXI       74056     12.76      10.047
chrXI      482469     15.37      10.046
chrXV      426074      6.92      10.029
chrXVI     516842     10.83      10.028
chrV       354794      7.42      10.027
chrXIV     635978      5.01      10.020
chrIX      308520      7.81      10.013
chrXI        5527      9.71      10.010
chrXII     378189     18.59       9.995
chrXVI     147593      8.39       9.988
chrIV      345413      6.59       9.985
chrIX      282854      4.99       9.980
chrI       114863     14.76       9.973
chrXIV     557072      5.48       9.964
chrXIV      47992      4.98       9.960
chrIV      907336     19.48       9.939
chrXV      686090      9.64       9.938
chrVII      91655     17.13       9.902
chrIV      789629     15.91       9.882
chrXV      118020      4.94       9.880
chrX       667826     16.69       9.876
chrXIV     781230     10.55       9.860
chrXIV     164766      6.31       9.859
chrIII     286419      4.92       9.840
chrIV      903290     15.21       9.813
chrIII     307917      9.71       9.808
chrII      597546     10.08       9.786
chrXVI     192870      4.89       9.780
chrVII     837130      4.89       9.780
chrXIV     182906      6.16       9.778
chrXII      47205      6.25       9.766
chrII      107293     12.09       9.750
chrXII     208772      4.87       9.740
chrXV      811034      6.71       9.725
chrXII     942336      4.86       9.720
chrXVI     163300     17.30       9.719
chrXI      416558     11.66       9.717
chrXVI      44298      8.35       9.709
chrXV      803852     12.42       9.703
chrXIII    535138      9.70       9.700
chrII      263218      4.84       9.680
chrXVI     273583      9.29       9.677
chrVIII    443796     10.92       9.664
chrII      324050      7.34       9.658
chrIV      907649     21.37       9.626
chrXIV     317400     12.77       9.602
chrVII     688077      9.89       9.602
chrVIII     12956      5.08       9.585
chrXII     552612      7.09       9.581
chrXIII    743006      9.96       9.577
chrI        99739      5.93       9.565
chrVII      59125      6.01       9.540
chrXI      288504      4.76       9.520
chrX       615011      9.90       9.519
chrXIII    343337      6.37       9.507
chrVIII    458997      6.75       9.507
chrIII       9390      6.55       9.493
chrIII     190606      6.74       9.493
chrVII      19297     13.76       9.490
chrVIII     21949     10.91       9.487
chrXII     670449      5.88       9.484
chrXIV     781399      4.74       9.480
chrX       255432      7.96       9.476
chrXIV     734206      9.37       9.465
chrXII     721418      4.73       9.460
chrXV      916025     10.78       9.456
chrXIV     525767      8.51       9.456
chrVII     699632     13.14       9.453
chrX       187112     12.47       9.447
chrIV     1002198      4.71       9.420
chrI       151542      4.71       9.420
chrXVI     273753      5.46       9.414
chrXV      493387      8.19       9.414
chrIV      685888      8.47       9.411
chrVIII     70300     12.51       9.406
chrXI      148233     14.39       9.405
chrII      242533      8.84       9.404
chrVIII    201872      7.99       9.400
chrXI      114871      5.07       9.389
chrIX      405941      8.35       9.382
chrXII     942507      4.69       9.380
chrIV      842007      5.81       9.371
chrIII     315192     16.95       9.365
chrI       176008      9.55       9.363
chrIX      197287      6.83       9.356
chrXIV      47829      4.67       9.340
chrVII     216309      4.67       9.340
chrIV      365025      4.67       9.340
chrIV      831203     13.26       9.338
chrXIII    425990      9.24       9.333
chrXII      68228      9.61       9.330
chrVIII     39290     18.45       9.318
chrX       419815      8.01       9.314
chrXV      119653      8.36       9.289
chrIX      437947      9.47       9.284
chrXII     993366      8.16       9.273
chrIV     1441000     15.02       9.272
chrXII     205313     13.72       9.270
chrVII     461645     10.00       9.259
chrVIII     62541      6.66       9.250
chrXVI     706664      9.34       9.248
chrXIII    502984     13.77       9.242
chrXI      212306     10.34       9.232
chrVIII    402526      8.12       9.227
chrIV      176686      4.61       9.220
chrIII     310990      5.07       9.218
chrXVI     896001      6.54       9.211
chrXVI     807367      8.29       9.211
chrXI      608480      4.60       9.200
chrII      692119      4.60       9.200
chrVIII    508960      6.89       9.187
chrXIII     58664      9.55       9.183
chrXII      77076      4.59       9.180
chrIX      433705      4.59       9.180
chrXIII    259389      5.69       9.177
chrXI      489328      5.69       9.177
chrXIV     451867     18.53       9.173
chrXV      228034      8.71       9.168
chrVII     435949     11.62       9.150
chrVII     380939     10.43       9.149
chrXI      482796      8.59       9.138
chrXIII    521808      6.12       9.134
chrIV      940475     14.43       9.133
chrXII     196532      8.00       9.091
chrXV      438508      7.36       9.086
chrXIII    141606      9.61       9.066
chrXVI     580708     21.36       9.051
chrXIII    834931     17.28       9.047
chrVI      269888      6.78       9.040
chrIV     1055201      6.78       9.040
chrX       644087      4.88       9.037
chrX        83607     12.64       9.029
chrII      275586      8.21       9.022
chrX       233785     11.08       9.008
chrXIV      66650      9.27       9.000
chrIV     1524068      4.50       9.000
chrXIV     565235     15.09       8.982
chrV       307654      8.62       8.979
chrVII     249555      4.48       8.960
chrXIII    629202     13.26       8.959
chrII      588809      7.70       8.953
chrXII     624345     14.68       8.951
chrXIV      82260      6.89       8.948
chrXV      326397      6.17       8.942
chrIV      428969     10.37       8.940
chrVII    1047412     11.71       8.939
chrIV     1059188      6.97       8.936
chrIV     1322223      6.51       8.918
chrXVI     326120     16.38       8.902
chrXV      120036      5.43       8.902
chrXI      273239      4.45       8.900
chrXVI      46321      7.56       8.894
chrXII     778593     16.71       8.888
chrVII      63583      7.37       8.880
chrVII     854571     25.56       8.875
chrV       522646      8.87       8.870
chrXII     581749      9.31       8.867
chrVII     919137     16.58       8.866
chrXIII    571187      4.43       8.860
chrXIII      3735      4.43       8.860
chrIV     1499734      4.43       8.860
chrXVI      17347      4.69       8.849
chrVII     465487      5.13       8.845
chrIX       42019      6.98       8.835
chrIII     288929      9.54       8.833
chrV       110551      6.27       8.831
chrXII     537274     12.27       8.827
chrII      181201     25.50       8.824
chrXV      247490      8.47       8.823
chrXII     546104      4.41       8.820
chrVII     720398      6.26       8.817
chrXV      333768     14.63       8.813
chrIII     206464      9.25       8.810
chrIV      941103     14.09       8.806
chrII      198708      6.78       8.805
chrIV     1088051      8.98       8.804
chrX       734898     13.73       8.801
chrIII     192990      4.40       8.800
chrXV      609626     14.07       8.794
chrIV      693048      4.39       8.780
chrIV     1108713      5.87       8.761
chrIV      944952     13.92       8.755
chrII       37270      4.37       8.740
chrVIII    234912      5.93       8.721
chrI       175843      6.80       8.718
chrXI      499923     10.37       8.714
chrI       227699     12.26       8.695
chrXI      570377     11.30       8.692
chrIV     1117316      8.43       8.691
chrX       735076      8.94       8.680
chrXII     427342      8.84       8.667
chrXIII    804046     16.89       8.662
chrVIII    553894     11.52       8.662
chrX        52961      5.71       8.652
chrXII     130792     12.89       8.651
chrXI        2851      5.19       8.650
chrXI      482644     12.71       8.646
chrX        88348      6.83       8.646
chrX       503154     17.72       8.644
chrXIII    213927      9.94       8.643
chrIV        2184      4.32       8.640
chrXIII    660012     14.25       8.636
chrXVI     704865     10.87       8.627
chrXIV      48295      4.31       8.620
chrII      480952      9.05       8.619
chrIX      307925      7.49       8.609
chrX       684280      6.37       8.608
chrX       395743      4.30       8.600
chrXIII    140453     10.23       8.597
chrXVI     581042     12.89       8.593
chrVIII     85141      8.93       8.587
chrVIII    502195     12.44       8.579
chrXIII    178141     15.18       8.576
chrII       29117      6.26       8.575
chrIX       85126      8.66       8.574
chrXII     246789      8.83       8.573
chrVIII    227142     13.10       8.562
chrV       316323     10.10       8.559
chrXI      148901      4.96       8.552
chrXII     539929      4.27       8.540
chrXII     193431      4.27       8.540
chrVII     449927     14.00       8.537
chrVII      10838      4.95       8.534
chrXIII    846106     10.32       8.529
chrIII     249170     10.15       8.529
chrXII    1060856     10.14       8.521
chrI        57188     15.16       8.517
chrXIV     668388      8.00       8.511
chrXV     1025602      4.68       8.509
chrXVI     814674     11.56       8.500
chrXII     778924      4.50       8.491
chrIV      827756     14.51       8.485
chrIX      226533      4.24       8.480
chrV       254848      8.13       8.469
chrIV      790493     13.04       8.468
chrX       390700      7.11       8.464
chrIII     223249      8.12       8.458
chrIX      142428      5.24       8.452
chrXIII    367009      4.22       8.440
chrIV     1342616     13.08       8.439
chrXV     1015013      4.21       8.420
chrI       157968     10.69       8.417
chrXI      161569      6.81       8.407
chrII      426105      8.49       8.406
chrV       307814     12.69       8.404
chrXIII       611      4.20       8.400
chrVII     174577      5.71       8.397
chrXIII    184110      9.40       8.393
chrXII     143697      8.39       8.390
chrXIV     456469      9.48       8.389
chrXIV     246803      9.06       8.389
chrXIV     534968      4.19       8.380
chrVIII    389122      4.18       8.360
chrXII      52562      4.68       8.357
chrVII     216460     10.02       8.350
chrV        94564      9.00       8.333
chrX       423788      9.83       8.331
chrXII     228130      5.41       8.323
chrXIII    592709     13.64       8.317
chrIV      821373     13.55       8.313
chrVII     230415     18.12       8.312
chrV       325945      4.15       8.300
chrIV     1342443      9.46       8.298
chrVII     321299     12.36       8.295
chrII      549938      9.28       8.286
chrII      182358      7.29       8.284
chrXIV      14167      7.86       8.274
chrIV      568694      5.79       8.271
chrXIV     564237      4.13       8.260
chrXI      527631     22.46       8.257
chrVII     299719     10.80       8.244
chrXII     270747      5.44       8.242
chrV       255008      4.12       8.240
chrII      473997      9.39       8.237
chrXII      13957      5.35       8.231
chrV       232926     12.59       8.229
chrVII     871427      5.43       8.227
chrXVI      46148      9.13       8.225
chrXIII    259542     12.73       8.213
chrIV     1399547     10.02       8.213
chrXVI     596878     14.04       8.211
chrIV     1223966      4.76       8.207
chrV        60875     12.39       8.205
chrXVI     571975      5.66       8.203
chrXI      591992     11.32       8.203
chrIII     254565     10.58       8.202
chrXVI     572129      4.10       8.200
chrXIII    168485      4.10       8.200
chrIV     1353942      4.10       8.200
chrXII      34716      7.95       8.196
chrXI      385596     13.03       8.195
chrIV     1394568      6.80       8.193
chrXVI     263652     13.35       8.190
chrXIV     457689      5.81       8.183
chrII        7856      4.09       8.180
chrIX      404203     17.58       8.177
chrXII     614743     11.44       8.171
chrXV      394915      7.19       8.170
chrIV     1135415     13.96       8.164
chrXI      640708      8.40       8.155
chrXV      441146     10.60       8.154
chrVI      157747      4.24       8.154
chrXIV     646771      7.01       8.151
chrX          425     10.18       8.144
chrVII     871956      8.47       8.144
chrXVI     263811     12.21       8.140
chrIV     1331168      5.53       8.132
chrII      254044     12.44       8.131
chrIV     1399384     11.70       8.125
chrXV      894198      5.36       8.121
chrVIII    390308      4.06       8.120
chrXVI     418373      8.36       8.117
chrXII     850543     10.39       8.117
chrIX      308196      5.27       8.108
chrX         9350      5.50       8.088
chrIV     1399037      7.44       8.087
chrXIII     94482      8.00       8.081
chrII      153682      4.04       8.080
chrXI       53890      5.33       8.076
chrIV       53415      9.61       8.076
chrIV      163157     12.68       8.076
chrXIII    524016      5.57       8.072
chrXIV     476607      8.39       8.067
chrVII     947399      8.47       8.067
chrX       615174      7.34       8.066
chrXVI     277836      6.21       8.065
chrXII     205140      4.03       8.060
chrXII    1063495      4.03       8.060
chrXII     249741     12.57       8.058
chrXVI      57670      9.10       8.053
chrXII    1065064     20.61       8.051
chrIV       43695      8.13       8.050
chrXIV     591448      6.51       8.037
chrVIII    387548      4.42       8.036
chrXIV     445127     19.28       8.033
chrXI      450837     12.93       8.031
chrX       375263     12.84       8.025
chrV       315824      6.34       8.025
chrII      729229      6.50       8.025
chrII      315112     10.18       8.016
chrV       394867      7.13       8.011
chrXIII    784720      7.93       8.010
chrXIII    687086      7.85       8.010
chrXIII    243420     24.18       8.007
chrVII     314045      7.83       7.990
chrIII     186328      7.51       7.989
chrVII     321778      5.51       7.986
chrVIII    360461      4.07       7.980
chrXV      939393      5.82       7.973
chrXI      176338     13.95       7.971
chrXVI     671461     12.67       7.969
chrXII     581586      7.73       7.969
chrXIV     207129     16.00       7.960
chrVII     237315      7.72       7.959
chrXI      599878     10.98       7.957
chrXIII     43539      4.93       7.952
chrIX      301147      8.19       7.951
chrIV     1067448      6.28       7.949
chrXVI     631854     10.88       7.942
chrXVI     292252     14.21       7.939
chrVIII    397234      9.13       7.939
chrIII     308277      4.84       7.934
chrIV      781421      8.33       7.933
chrXI      619482      9.04       7.930
chrVIII    443971     22.98       7.924
chrXII     245588      8.08       7.922
chrVIII    118002     14.10       7.921
chrXV      531485      3.96       7.920
chrXIII    141775      9.90       7.920
chrVII    1039457      3.96       7.920
chrI       119915      6.97       7.920
chrXVI     179771     14.57       7.918
chrXII     157565      8.85       7.902
chrV       399022      8.85       7.902
chrI       106196      3.95       7.900
chrIV      341797      8.21       7.894
chrXI      361139     10.65       7.889
chrXII     779366     14.27       7.884
chrXIII    920319      4.57       7.879
chrVII     289346      5.59       7.873
chrIV        5432      4.17       7.868
chrXI      626567      9.99       7.866
chrXII      13504      8.65       7.864
chrXI      385754     11.48       7.863
chrXV     1090337      3.93       7.860
chrXV     1053839      3.93       7.860
chrXII     273719      4.87       7.855
chrIV      644167      5.34       7.853
chrVII     867799      6.91       7.852
chrVII      59476      5.73       7.849
chrX       724807      3.92       7.840
chrVII     811763      3.92       7.840
chrIV     1075874      3.92       7.840
chrIV      565676      9.09       7.836
chrXVI     877694     12.68       7.827
chrIV       97439     18.45       7.818
chrIII      27318      9.45       7.810
chrXIII    233658     17.41       7.807
chrV       232753     11.94       7.804
chrXVI     381877      6.86       7.795
chrXVI     230661      9.97       7.789
chrX       491613      9.58       7.789
chrXIII    736976      3.89       7.780
chrXVI     619512      9.72       7.776
chrIV       98476      6.61       7.776
chrIV      581009      6.53       7.774
chrIV     1131193     16.63       7.771
chrXV      271054     16.00       7.767
chrXIII    460791      3.96       7.765
chrXII     517520     11.10       7.762
chrXIII    892771      3.88       7.760
chrXVI     705024     14.73       7.753
chrV       214735      4.96       7.750
chrII      318249      5.89       7.750
chrXVI      10989      8.91       7.748
chrIX      197448      6.27       7.741
chrVII    1047264     12.68       7.732
chrXI       53266      9.97       7.729
chrVII     660279     19.32       7.728
chrXII     946217      4.79       7.726
chrXV     1090849      8.03       7.721
chrXIV      66810      7.18       7.720
chrXIII    181434     10.19       7.720
chrVIII    276357      4.09       7.717
chrIV      475078      5.78       7.707
chrVIII    371556      9.71       7.706
chrVIII    393902     15.87       7.704
chrXVI     774246     13.17       7.702
chrI       225709      3.85       7.700
chrV        51248     13.32       7.699
chrVII     875572      7.85       7.696
chrV        20355      4.31       7.696
chrX       567652      6.54       7.694
chrXVI     869990      3.84       7.680
chrXV     1031275      3.84       7.680
chrVII      63832      3.84       7.680
chrVIII    131435      7.37       7.677
chrXI      565340     10.67       7.676
chrIX      425655     11.82       7.675
chrXIII    504594      6.60       7.674
chrIV       97930     12.27       7.669
chrVII     866888      8.51       7.667
chrVIII    358896      8.66       7.664
chrVIII      6629      8.58       7.661
chrXV      604604     11.56       7.656
chrX       353927      6.81       7.652
chrXVI      57821     14.60       7.644
chrVII      10018     10.70       7.643
chrIV      114789      7.49       7.643
chrX       684142      3.82       7.640
chrVIII    401785      3.82       7.640
chrIV        2031      3.82       7.640
chrIV      174863      3.82       7.640
chrIV      620201      9.32       7.639
chrIX      410884      8.86       7.638
chrI        86871     11.99       7.637
chrVI      116650     12.21       7.631
chrVII     334889      7.70       7.624
chrXIII    120995      8.08       7.623
chrII       71119     21.04       7.623
chrIV      477637      9.22       7.620
chrXV     1074186      4.80       7.619
chrIV     1071477      8.00       7.619
chrV       188318      7.46       7.612
chrXIV      85809     10.73       7.610
chrVI       19543      3.88       7.608
chrIII     292882      4.26       7.607
chrIV      827595      6.54       7.605
chrXII     217868      3.80       7.600
chrX         9794      4.56       7.600
chrVII     726436     10.41       7.599
chrIV      276236     12.31       7.599
chrXII     278439     16.78       7.593
chrXVI     792413      6.83       7.589
chrII      145778      3.87       7.588
chrXIV      86242      4.78       7.587
chrI       168801     12.29       7.586
chrX       507474      4.32       7.579
chrXVI     634817      9.77       7.574
chrVIII    352298     15.22       7.572
chrIX      303780      6.96       7.565
chrXII     853473      3.78       7.560
chrVIII    491917     10.65       7.553
chrIV      484138      8.30       7.545
chrI       174946     12.07       7.544
chrXIII    502633     11.84       7.541
chrXVI     292091     10.70       7.535
chrVIII    439500     12.96       7.535
chrXIV     202219      4.67       7.532
chrXIV     400357      8.43       7.527
chrXIV     485590      6.62       7.523
chrXV      355114      3.76       7.520
chrIV     1417346      7.97       7.519
chrX       507303      7.44       7.515
chrVII     283787      9.84       7.511
chrIII      63631     17.11       7.504
chrXIV     521510      3.75       7.500
chrVII     647107      8.40       7.500
chrXVI     485926     11.32       7.497
chrXIII    837802      4.72       7.492
chrII      734593      4.27       7.491
chrIV      314097      5.39       7.486
chrX       737086      3.74       7.480
chrIX      308367      8.00       7.477
chrVII     701191      4.56       7.475
chrIV      164043      4.26       7.474
chrXI      640539      9.63       7.465
chrVIII    202045     14.18       7.463
chrVII     213759      3.73       7.460
chrXIV     100675      8.13       7.459
chrXIV     288014     10.44       7.457
chrV       417118      3.95       7.453
chrV       213181      7.74       7.442
chrIV       18686     10.92       7.429
chrVIII      2802      3.71       7.420
chrIV     1032671      6.53       7.420
chrIII     291558      6.75       7.418
chrIV      690448      4.45       7.417
chrVI      158145      4.74       7.406
chrIX      342677      9.92       7.403
chrVII    1051709      4.44       7.400
chrXVI      35413      7.47       7.396
chrXVI      11150     10.28       7.396
